CIFAR10_iid,,,CIFAR10_niid,,,CIFAR100_iid,,,CIFAR100_niid,,,Shakespeare_iid,,,Shakespeare_niid,,,Cora_iid,,,Cora_niid,,,CiteSeer_iid,,,CiteSeer_niid,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy
FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,
26,88.82,,,,,147,62.9013083,,79,48.28,,,,,,,,115,75.66666667,,64,64.66666667,,5,55.33333333,,64,68.78214301
27,88.49,,,,,148,63.98528095,,80,48.08,,,,,,,,116,75.66666667,,65,61.66666667,,6,55.66666667,,65,65.32370877
28,88.93,,,,,149,64.45316469,,81,49.43,,,,,,,,117,75,,66,62.66666667,,7,57.66666667,,66,64.49922034
29,88.89,,,,,150,63.79610951,,82,51.43,,,,,,,,118,74.66666667,,67,60,,8,56.33333333,,67,57.02122755
30,88.71,,,,,151,63.93070248,,83,52.01,,,,,,,,119,74.66666667,,68,61.66666667,,9,56,,68,65.97738716
31,88.69,,,,,152,64.02257533,,84,48.96,,,,,,,,120,75,,69,63.33333333,,10,56.66666667,,69,63.36240551
32,89.05,,,,,153,63.95549313,,85,50.7,,,,,,,,121,76.33333333,,70,64,,11,58.66666667,,70,62.47198459
33,89.06,,,,,154,64.18682461,,86,49.07,,,,,,,,122,75.66666667,,71,63.33333333,,12,58.66666667,,71,61.77746389
34,89.14,,,,,155,63.95061988,,87,51.45,,,,,,,,123,77,,72,63.66666667,,13,58,,72,72.50161206
35,89.24,,,,,156,64.23789508,,88,51.55,,,,,,,,124,75.33333333,,73,62,,14,62.66666667,,73,68.86505968
36,89.13,,,,,157,64.42070657,,89,51.77,,,,,,,,125,75.66666667,,74,63.33333333,,15,60.66666667,,74,62.02140036
37,89.15,,,,,158,63.6314227,,90,51.69,,,,,,,,126,75,,75,62,,16,60.66666667,,75,58.98159759
38,89.59,,,,,159,63.87133762,,91,51.39,,,,,,,,127,74.33333333,,76,63.33333333,,17,60,,76,55.2493488
39,89.14,,,,,160,63.96560967,,92,50.11,,,,,,,,128,75,,77,60.66666667,,18,60,,77,66.36059574
40,88.99,,,,,161,63.80933133,,93,49.17,,,,,,,,129,75.33333333,,78,63.66666667,,19,64.66666667,,78,59.95233854
41,89.22,,,,,162,64.18796277,,94,49.31,,,,,,,,130,75.33333333,,79,65,,20,64.66666667,,79,58.68401545
42,89.32,,,,,163,63.89644924,,95,50.39,,,,,,,,131,76.33333333,,80,64.66666667,,21,64,,80,61.05042991
43,88.93,,,,,164,64.04459,,96,47.24,,,,,,,,132,77.66666667,,81,64.66666667,,22,63.33333333,,81,56.15290389
44,88.67,,,,,165,64.48397953,,97,51.26,,,,,,,,133,77.33333333,,82,61.66666667,,23,63.33333333,,82,60.84355097
45,89.07,,,,,166,64.01368261,,98,50.08,,,,,,,,134,77.66666667,,83,60.33333333,,24,56,,83,58.10465793
46,89.39,,,,,167,64.23551633,,99,44.07,,,,,,,,135,76,,84,65.66666667,,25,58,,84,65.30163567
47,89.53,,,,,168,64.33343528,,100,50.38,,,,,,,,136,76.33333333,,85,65,,26,42.33333333,,85,62.04948074
48,89.1,,,,,169,64.6631255,,101,52.28,,,,,,,,137,76.33333333,,86,63.66666667,,27,54.66666667,,86,68.23179104
49,88.94,,,,,170,64.99180226,,102,53.08,,,,,,,,138,76.33333333,,87,64.33333333,,28,56,,87,66.77168691
50,89.26,,,,,171,64.70019098,,103,52.77,,,,,,,,139,77.33333333,,88,62.66666667,,29,56,,88,65.7176195
51,89.13,,,,,172,64.16616374,,104,50.44,,,,,,,,140,77.33333333,,89,64,,30,56.33333333,,89,61.5672929
52,89.44,,,,,173,64.37602535,,105,53.22,,,,,,,,141,77.33333333,,90,64.33333333,,31,56.33333333,,90,62.748997
53,89.55,,,,,174,64.73938506,,,,,,,,,,,142,77,,91,64.33333333,,32,58.33333333,,91,68.92868469
54,89.22,,,,,FedAsync,,,,,,,,,,,,143,78,,92,63.33333333,,33,62.66666667,,92,60.78264968
55,89.43,,,,,0,1.05,,,,,,,,,,,144,77.66666667,,93,61,,34,63.33333333,,93,62.70659709
56,89.27,,,,,0,11.69,,,,,,,,,,,145,76.66666667,,94,68,,35,63.66666667,,94,62.38998196
57,89.32,,,,,1,16.97,,,,,,,,,,,146,77,,95,66,,36,60.33333333,,95,63.6819386
58,89.26,,,,,2,20.32,,,,,,,,,,,147,76.33333333,,96,66.66666667,,37,62.66666667,,96,59.80290959
59,90.08,,,,,3,23.05,,,,,,,,,,,148,77.33333333,,97,67,,38,56.33333333,,97,59.47262363
60,89.5,,,,,4,25.1,,,,,,,,,,,149,77,,98,66,,39,43.66666667,,98,67.05363827
61,89.75,,,,,5,27.01,,,,,,,,,,,150,77,,99,64.66666667,,40,52.33333333,,99,62.87908557
62,89.33,,,,,6,28.13,,,,,,,,,,,151,77.66666667,,100,63.33333333,,41,59,,100,62.89595687
63,89.31,,,,,7,30.54,,,,,,,,,,,152,77,,101,67.33333333,,42,64.66666667,,101,61.45464956
64,89.27,,,,,8,31.64,,,,,,,,,,,153,77,,102,66.66666667,,43,64.66666667,,102,64.08212459
65,89.73,,,,,9,32.46,,,,,,,,,,,154,77.33333333,,103,65.66666667,,44,64.66666667,,103,65.09004869
66,89.6,,,,,10,33.43,,,,,,,,,,,FedAT,,,104,62.66666667,,45,64.66666667,,104,64.09975459
67,89.42,,,,,11,33.79,,,,,,,,,,,0,11.33333333,,105,61.66666667,,46,66.66666667,,,
68,89.96,,,,,12,34.08,,,,,,,,,,,1,11.33333333,,106,58,,47,66.66666667,,,
69,89.66,,,,,13,36.17,,,,,,,,,,,2,11.33333333,,107,54.33333333,,48,64.66666667,,,
70,89.8,,,,,14,37.12,,,,,,,,,,,3,11.33333333,,108,58.66666667,,49,66.66666667,,,
71,89.7,,,,,15,37.51,,,,,,,,,,,4,11.33333333,,109,56,,50,67,,,
72,89.54,,,,,16,38.11,,,,,,,,,,,5,11.33333333,,110,52,,51,68,,,
73,89.85,,,,,17,38.9,,,,,,,,,,,6,38,,111,66.33333333,,52,69,,,
74,89.92,,,,,18,39.67,,,,,,,,,,,7,35,,112,60.66666667,,53,69,,,
75,89.57,,,,,19,40.25,,,,,,,,,,,8,35,,113,59,,54,69.33333333,,,
76,89.74,,,,,20,40.93,,,,,,,,,,,9,35,,114,58.66666667,,55,69,,,
77,89.48,,,,,21,41.32,,,,,,,,,,,10,35,,115,54,,56,64.66666667,,,
78,89.27,,,,,22,41.69,,,,,,,,,,,11,35,,116,49.66666667,,57,63.33333333,,,
79,89.44,,,,,23,41.93,,,,,,,,,,,12,35,,117,64.33333333,,58,63.33333333,,,
80,89.96,,,,,24,42.56,,,,,,,,,,,13,35,,118,63,,59,64.66666667,,,
81,90.15,,,,,25,41.98,,,,,,,,,,,14,35,,119,63.33333333,,60,64.66666667,,,
82,89.93,,,,,26,42.88,,,,,,,,,,,15,35,,120,64.66666667,,61,66.66666667,,,
83,89.73,,,,,27,43.87,,,,,,,,,,,16,36.33333333,,121,61.33333333,,62,69,,,
84,90.15,,,,,28,44.13,,,,,,,,,,,17,36.33333333,,122,62.33333333,,63,69,,,
85,89.83,,,,,29,44.39,,,,,,,,,,,18,36.33333333,,FedChain,,,64,69,,,
86,89.81,,,,,30,45.25,,,,,,,,,,,19,35,,0,15.66666667,,65,68.33333333,,,
87,89.42,,,,,31,45.04,,,,,,,,,,,20,35,,1,15.66666667,,66,69,,,
88,89.62,,,,,32,45.29,,,,,,,,,,,21,36,,2,8.333333333,,67,69,,,
89,89.86,,,,,33,45.4,,,,,,,,,,,22,36.33333333,,3,8.666666667,,68,69,,,
90,89.91,,,,,34,45.56,,,,,,,,,,,23,36.33333333,,4,8.333333333,,69,69,,,
91,90.11,,,,,35,45.7,,,,,,,,,,,24,36.66666667,,5,8.333333333,,70,69,,,
92,90.07,,,,,36,46.15,,,,,,,,,,,25,37.33333333,,6,8.333333333,,71,68.66666667,,,
93,89.96,,,,,37,46.77,,,,,,,,,,,26,38,,7,8.333333333,,72,68.66666667,,,
94,89.85,,,,,38,47.06,,,,,,,,,,,27,38.66666667,,8,8.333333333,,73,69,,,
95,89.69,,,,,39,47.32,,,,,,,,,,,28,40,,9,8.333333333,,74,69,,,
96,89.56,,,,,40,47.52,,,,,,,,,,,29,39,,10,8.333333333,,75,69,,,
97,89.71,,,,,41,47.45,,,,,,,,,,,30,39,,11,8.333333333,,76,69,,,
98,89.83,,,,,42,47.9,,,,,,,,,,,31,39.66666667,,12,8.333333333,,77,69,,,
99,89.9,,,,,43,48.12,,,,,,,,,,,32,41.33333333,,13,8.666666667,,78,69,,,
100,89.79,,,,,44,47.67,,,,,,,,,,,33,41.66666667,,14,8.333333333,,79,69,,,
101,89.95,,,,,45,48,,,,,,,,,,,34,42.33333333,,15,8.333333333,,80,69,,,
102,89.57,,,,,46,48.28,,,,,,,,,,,35,43.33333333,,16,18,,81,69,,,
103,89.83,,,,,47,48.36,,,,,,,,,,,36,43.66666667,,17,9.666666667,,82,69,,,
104,90.23,,,,,48,48.94,,,,,,,,,,,37,44.66666667,,18,13.66666667,,83,69,,,
105,90.17,,,,,49,49.38,,,,,,,,,,,38,46,,19,10.66666667,,84,69.33333333,,,
106,90.09,,,,,50,49.71,,,,,,,,,,,39,45.66666667,,20,18,,85,69.33333333,,,
107,90.09,,,,,51,50.11,,,,,,,,,,,40,58,,21,13.33333333,,86,69.33333333,,,
108,90.01,,,,,52,48.76,,,,,,,,,,,41,57.66666667,,22,14.33333333,,87,69,,,
109,89.95,,,,,53,49.16,,,,,,,,,,,42,57.66666667,,23,17.33333333,,88,69,,,
110,90,,,,,54,50.04,,,,,,,,,,,43,56.66666667,,24,39.66666667,,89,69,,,
,,,,,,55,50.1,,,,,,,,,,,44,56,,25,27.66666667,,90,68,,,
,,,,,,56,50.6,,,,,,,,,,,45,57.33333333,,26,27,,91,69.33333333,,,
,,,,,,57,51.06,,,,,,,,,,,46,57.33333333,,27,30.33333333,,92,69.33333333,,,
,,,,,,58,51.17,,,,,,,,,,,47,57.33333333,,28,39.66666667,,93,69,,,
,,,,,,59,51.57,,,,,,,,,,,48,57.66666667,,29,42.33333333,,94,69,,,
,,,,,,60,51.59,,,,,,,,,,,49,57.66666667,,30,38.33333333,,95,69,,,
,,,,,,61,51.69,,,,,,,,,,,50,58.33333333,,31,39.66666667,,96,68.66666667,,,
,,,,,,62,51.39,,,,,,,,,,,51,63.66666667,,32,36.66666667,,97,68.66666667,,,
,,,,,,63,51.76,,,,,,,,,,,52,67.33333333,,33,39.66666667,,98,68.66666667,,,
,,,,,,64,52.09,,,,,,,,,,,53,63,,34,38,,99,69,,,
,,,,,,65,52.37,,,,,,,,,,,54,63.66666667,,35,39,,100,69.33333333,,,
,,,,,,66,52.41,,,,,,,,,,,55,66,,36,50.66666667,,101,69.33333333,,,
,,,,,,67,52.49,,,,,,,,,,,56,67,,37,40.66666667,,102,69.33333333,,,
,,,,,,68,51.32,,,,,,,,,,,57,63.33333333,,38,51.33333333,,103,69,,,
,,,,,,69,51.61,,,,,,,,,,,58,60,,39,55.66666667,,104,69,,,
,,,,,,70,51.88,,,,,,,,,,,59,62,,40,47,,105,68.66666667,,,
,,,,,,71,52.53,,,,,,,,,,,60,63.66666667,,41,44.66666667,,106,68.66666667,,,
,,,,,,72,52.99,,,,,,,,,,,61,61,,42,46,,107,68,,,
,,,,,,73,53.15,,,,,,,,,,,62,59.66666667,,43,47,,108,68.33333333,,,
,,,,,,74,53.57,,,,,,,,,,,63,58.66666667,,44,56,,109,69,,,
,,,,,,75,52.89,,,,,,,,,,,64,59.66666667,,45,50.33333333,,110,69,,,
,,,,,,76,54.1,,,,,,,,,,,65,61.66666667,,46,50.66666667,,111,69.33333333,,,
,,,,,,77,54.15,,,,,,,,,,,66,59.66666667,,47,55,,112,69.66666667,,,
,,,,,,78,54.31,,,,,,,,,,,67,62.33333333,,48,56,,113,69.66666667,,,
,,,,,,79,54.28,,,,,,,,,,,68,60,,49,59.33333333,,114,69.33333333,,,
,,,,,,80,54.47,,,,,,,,,,,69,62.66666667,,50,52,,115,69.33333333,,,
,,,,,,81,54.54,,,,,,,,,,,70,62.33333333,,51,59,,116,69.33333333,,,
,,,,,,82,54.64,,,,,,,,,,,71,65.66666667,,52,62,,117,67.33333333,,,
,,,,,,83,54.88,,,,,,,,,,,72,63,,53,57,,118,68,,,
,,,,,,84,54.99,,,,,,,,,,,73,63.33333333,,54,58.66666667,,119,67.66666667,,,
,,,,,,85,54.89,,,,,,,,,,,74,69.66666667,,55,51.66666667,,120,67.66666667,,,
,,,,,,86,54.63,,,,,,,,,,,75,69.66666667,,56,53.66666667,,121,67.66666667,,,
,,,,,,87,54.68,,,,,,,,,,,76,71,,57,59.33333333,,122,67.66666667,,,
,,,,,,88,54.77,,,,,,,,,,,77,71.66666667,,58,61.33333333,,123,67.66666667,,,
,,,,,,89,54.97,,,,,,,,,,,78,72,,59,63.33333333,,124,67.66666667,,,
,,,,,,90,55.2,,,,,,,,,,,79,72,,60,65,,125,67.66666667,,,
,,,,,,91,55.41,,,,,,,,,,,80,72,,61,65,,126,67.66666667,,,
,,,,,,92,55.56,,,,,,,,,,,81,71.66666667,,62,64.33333333,,127,67.66666667,,,
,,,,,,93,55.58,,,,,,,,,,,82,73.33333333,,63,62,,128,67.66666667,,,
,,,,,,94,55.28,,,,,,,,,,,83,73.33333333,,64,58.33333333,,129,68,,,
,,,,,,95,55.31,,,,,,,,,,,84,72,,65,47.33333333,,130,67.33333333,,,
,,,,,,96,55.57,,,,,,,,,,,85,73,,66,41.66666667,,131,67.33333333,,,
,,,,,,97,55.65,,,,,,,,,,,86,73.66666667,,67,63.33333333,,132,67.33333333,,,
,,,,,,98,55.29,,,,,,,,,,,87,73.66666667,,68,67,,133,67.66666667,,,
,,,,,,99,55.58,,,,,,,,,,,88,74,,69,66.66666667,,134,67.66666667,,,
,,,,,,100,55.71,,,,,,,,,,,89,74.66666667,,70,65,,135,67.66666667,,,
,,,,,,101,55.81,,,,,,,,,,,90,74.33333333,,71,64,,136,67.66666667,,,
,,,,,,102,55.95,,,,,,,,,,,91,74.66666667,,72,66.66666667,,137,66.66666667,,,
,,,,,,103,56.06,,,,,,,,,,,92,75.33333333,,73,68.33333333,,138,66.66666667,,,
,,,,,,104,56.27,,,,,,,,,,,93,74,,74,65,,139,66.66666667,,,
,,,,,,105,56.09,,,,,,,,,,,94,75,,75,68.33333333,,140,67.33333333,,,
,,,,,,106,56.02,,,,,,,,,,,95,75,,76,64.66666667,,141,67.33333333,,,
,,,,,,107,55.72,,,,,,,,,,,96,74.66666667,,77,70,,142,67.33333333,,,
,,,,,,108,56.16,,,,,,,,,,,97,73.66666667,,78,66.66666667,,143,67.33333333,,,
,,,,,,109,56.42,,,,,,,,,,,98,71,,79,68,,144,67.66666667,,,
,,,,,,110,56.64,,,,,,,,,,,99,72.66666667,,80,69.66666667,,145,67.33333333,,,
,,,,,,111,56.32,,,,,,,,,,,100,73.66666667,,81,62.33333333,,146,67.66666667,,,
,,,,,,112,55.96,,,,,,,,,,,101,74.33333333,,82,67,,147,67.33333333,,,
,,,,,,113,56.22,,,,,,,,,,,102,75.33333333,,83,67.66666667,,148,67.33333333,,,
,,,,,,114,56.33,,,,,,,,,,,103,75.33333333,,84,69,,149,67,,,
,,,,,,115,56.48,,,,,,,,,,,104,75.66666667,,85,68,,150,66.66666667,,,
,,,,,,116,56.54,,,,,,,,,,,105,74.66666667,,86,68,,151,66.33333333,,,
,,,,,,117,57.1,,,,,,,,,,,106,76.33333333,,87,70.66666667,,152,64.66666667,,,
,,,,,,118,56.91,,,,,,,,,,,107,77,,88,70.66666667,,153,64.66666667,,,
,,,,,,119,56.92,,,,,,,,,,,108,76.33333333,,89,70.66666667,,154,66.66666667,,,
,,,,,,120,57.3,,,,,,,,,,,109,77,,90,65.66666667,,155,68,,,
,,,,,,121,57.29,,,,,,,,,,,110,76.33333333,,91,68.66666667,,156,68,,,
,,,,,,122,57.41,,,,,,,,,,,111,76.66666667,,92,69.33333333,,157,68,,,
,,,,,,123,56.93,,,,,,,,,,,112,77,,93,67.66666667,,158,68,,,
,,,,,,124,57.19,,,,,,,,,,,113,78,,94,66.33333333,,159,68.33333333,,,
,,,,,,125,57.21,,,,,,,,,,,114,78.66666667,,95,66,,160,68.33333333,,,
,,,,,,126,57.42,,,,,,,,,,,115,76.66666667,,96,64,,161,67.66666667,,,
,,,,,,127,57.54,,,,,,,,,,,116,77,,97,68.33333333,,162,68.33333333,,,
,,,,,,128,57.64,,,,,,,,,,,117,78.33333333,,98,64,,163,68,,,
,,,,,,129,57.75,,,,,,,,,,,118,77.66666667,,99,66,,164,67.66666667,,,
,,,,,,130,57.53,,,,,,,,,,,119,76.33333333,,100,67.66666667,,165,68.33333333,,,
,,,,,,131,57.47,,,,,,,,,,,120,76.33333333,,101,68.66666667,,166,68.33333333,,,
,,,,,,132,57.79,,,,,,,,,,,121,77,,102,71.33333333,,167,68.33333333,,,
,,,,,,133,57.97,,,,,,,,,,,122,77,,103,71,,168,68,,,
,,,,,,134,58.07,,,,,,,,,,,123,76.66666667,,104,71,,169,67.33333333,,,
,,,,,,135,58.38,,,,,,,,,,,124,77,,105,70.33333333,,170,67.66666667,,,
,,,,,,136,57.57,,,,,,,,,,,125,77.66666667,,106,72,,171,67.33333333,,,
,,,,,,137,57.85,,,,,,,,,,,126,78.33333333,,107,69.33333333,,172,67,,,
,,,,,,138,57.5,,,,,,,,,,,127,77.66666667,,108,71.66666667,,173,67,,,
,,,,,,139,56.94,,,,,,,,,,,128,77.66666667,,109,71.66666667,,174,67,,,
,,,,,,140,57.48,,,,,,,,,,,129,79,,110,72.33333333,,175,67,,,
,,,,,,141,57.77,,,,,,,,,,,130,79.66666667,,111,70.66666667,,176,67.66666667,,,
,,,,,,142,58.04,,,,,,,,,,,131,81,,112,71,,177,67.66666667,,,
,,,,,,143,58.45,,,,,,,,,,,132,81,,113,70.66666667,,178,68.33333333,,,
,,,,,,144,58.33,,,,,,,,,,,133,80.66666667,,114,71,,179,68.33333333,,,
,,,,,,145,58.37,,,,,,,,,,,134,79,,115,69.66666667,,180,68,,,
,,,,,,146,58.74,,,,,,,,,,,135,79.33333333,,116,71.66666667,,181,68,,,
,,,,,,147,58.73,,,,,,,,,,,136,78,,117,71,,182,68,,,
,,,,,,148,58.79,,,,,,,,,,,137,78.33333333,,118,71.66666667,,183,68.33333333,,,
,,,,,,149,58.57,,,,,,,,,,,138,79,,,,,184,68,,,
,,,,,,150,58.71,,,,,,,,,,,139,79,,,,,185,68.33333333,,,
,,,,,,151,58.67,,,,,,,,,,,140,79.33333333,,,,,186,68,,,
,,,,,,152,58.34,,,,,,,,,,,141,77.66666667,,,,,187,68,,,
,,,,,,153,57.8,,,,,,,,,,,142,78.66666667,,,,,188,68,,,
,,,,,,154,57.91,,,,,,,,,,,143,79.33333333,,,,,CSAFL,,,,
,,,,,,155,58.09,,,,,,,,,,,144,77.66666667,,,,,0,33.33333333,,,
,,,,,,156,58.39,,,,,,,,,,,145,77.33333333,,,,,1,33.33333333,,,
,,,,,,157,58.48,,,,,,,,,,,146,77.33333333,,,,,2,40.33333333,,,
,,,,,,158,58.61,,,,,,,,,,,147,78.33333333,,,,,3,62.66666667,,,
,,,,,,159,58.9,,,,,,,,,,,148,78.33333333,,,,,4,68.33333333,,,
,,,,,,160,58.93,,,,,,,,,,,149,79.66666667,,,,,5,67,,,
,,,,,,161,58.98,,,,,,,,,,,150,79,,,,,6,68.66666667,,,
,,,,,,162,59.19,,,,,,,,,,,151,80.33333333,,,,,7,68.33333333,,,
,,,,,,163,58.61,,,,,,,,,,,152,80.66666667,,,,,8,68,,,
,,,,,,164,58.49,,,,,,,,,,,153,80.33333333,,,,,9,68,,,
,,,,,,165,58.69,,,,,,,,,,,154,80,,,,,10,67.66666667,,,
,,,,,,166,59.1,,,,,,,,,,,155,79.66666667,,,,,11,67.66666667,,,
,,,,,,167,59.55,,,,,,,,,,,156,80,,,,,12,67.66666667,,,
,,,,,,168,59.37,,,,,,,,,,,FedChain,,,,,,13,67.66666667,,,
,,,,,,169,59.14,,,,,,,,,,,0,12.46848233,,,,,14,68,,,
,,,,,,170,59.15,,,,,,,,,,,1,18.05739233,,,,,15,67.33333333,,,
,,,,,,171,59.39,,,,,,,,,,,2,36.05169786,,,,,16,67,,,
,,,,,,172,59.5,,,,,,,,,,,3,36.15592813,,,,,17,66.33333333,,,
,,,,,,173,59.13,,,,,,,,,,,4,36.43810864,,,,,18,67.66666667,,,
,,,,,,174,59.13,,,,,,,,,,,5,36.35345928,,,,,19,67.66666667,,,
,,,,,,175,59.44,,,,,,,,,,,6,36.06420533,,,,,20,67.33333333,,,
,,,,,,176,58.79,,,,,,,,,,,7,36.37706251,,,,,21,67.66666667,,,
,,,,,,177,59.04,,,,,,,,,,,8,46.78164741,,,,,22,68.33333333,,,
,,,,,,178,59.24,,,,,,,,,,,9,47.56680362,,,,,23,68.33333333,,,
,,,,,,179,59.51,,,,,,,,,,,10,45.34816658,,,,,24,68.33333333,,,
,,,,,,180,59.51,,,,,,,,,,,11,47.66552531,,,,,25,68.33333333,,,
,,,,,,181,59.76,,,,,,,,,,,12,47.38814432,,,,,26,68.33333333,,,
,,,,,,182,59.58,,,,,,,,,,,13,48.43758801,,,,,27,68.33333333,,,
,,,,,,183,59.82,,,,,,,,,,,14,48.14278876,,,,,28,68.33333333,,,
,,,,,,184,60.03,,,,,,,,,,,15,48.8148574,,,,,29,68,,,
,,,,,,185,58.97,,,,,,,,,,,16,47.37982213,,,,,30,68.33333333,,,
,,,,,,186,59.19,,,,,,,,,,,17,54.74290447,,,,,31,68.33333333,,,
,,,,,,187,59.3,,,,,,,,,,,18,56.4450462,,,,,32,68.66666667,,,
,,,,,,188,59.38,,,,,,,,,,,19,58.38733163,,,,,33,68.33333333,,,
,,,,,,189,59.68,,,,,,,,,,,20,57.39561361,,,,,34,68.33333333,,,
,,,,,,190,59.84,,,,,,,,,,,21,59.13547604,,,,,35,69,,,
,,,,,,191,60.24,,,,,,,,,,,22,61.33530024,,,,,36,68.33333333,,,
,,,,,,192,59.34,,,,,,,,,,,23,64.1480984,,,,,37,69,,,
,,,,,,193,59.95,,,,,,,,,,,24,60.81594651,,,,,38,69.66666667,,,
,,,,,,194,60.19,,,,,,,,,,,25,61.77441836,,,,,39,69.66666667,,,
,,,,,,195,60.45,,,,,,,,,,,26,62.57904537,,,,,40,69.66666667,,,
,,,,,,196,60.6,,,,,,,,,,,27,69.36252604,,,,,41,69.33333333,,,
,,,,,,197,60.34,,,,,,,,,,,28,69.55357611,,,,,42,71,,,
,,,,,,198,60.7,,,,,,,,,,,29,69.64024837,,,,,43,71.33333333,,,
,,,,,,CSAFL,,,,,,,,,,,,30,72.3405881,,,,,44,71,,,
,,,,,,0,0.96,,,,,,,,,,,31,72.81043511,,,,,45,72,,,
,,,,,,1,13.27,,,,,,,,,,,32,80.88965388,,,,,46,71.33333333,,,
,,,,,,2,20.2,,,,,,,,,,,33,76.20321048,,,,,47,72,,,
,,,,,,3,27.05,,,,,,,,,,,34,78.8106683,,,,,48,71.33333333,,,
,,,,,,4,30.57,,,,,,,,,,,35,81.00531933,,,,,49,71.66666667,,,
,,,,,,5,34.63,,,,,,,,,,,36,80.41565388,,,,,50,71.66666667,,,
,,,,,,6,37.18,,,,,,,,,,,37,82.35686539,,,,,51,72,,,
,,,,,,7,39.47,,,,,,,,,,,38,81.79637551,,,,,52,72.33333333,,,
,,,,,,8,40.66,,,,,,,,,,,39,80.34385503,,,,,53,73,,,
,,,,,,9,43.03,,,,,,,,,,,40,81.57113085,,,,,54,72.66666667,,,
,,,,,,10,44.19,,,,,,,,,,,41,82.05539887,,,,,55,73,,,
,,,,,,11,44.89,,,,,,,,,,,42,83.06334018,,,,,56,73,,,
,,,,,,12,46.33,,,,,,,,,,,43,82.15096589,,,,,57,73.33333333,,,
,,,,,,13,46.96,,,,,,,,,,,44,83.78114729,,,,,58,73.33333333,,,
,,,,,,14,47.98,,,,,,,,,,,45,84.22655349,,,,,59,73.33333333,,,
,,,,,,15,48.2,,,,,,,,,,,46,84.05423212,,,,,60,73,,,
,,,,,,16,48.75,,,,,,,,,,,47,83.9518288,,,,,61,73.33333333,,,
,,,,,,17,50.02,,,,,,,,,,,48,83.84405726,,,,,FedAT,,,,
,,,,,,18,50.34,,,,,,,,,,,49,83.7672941,,,,,0,5,,,
,,,,,,19,50.68,,,,,,,,,,,50,83.08290901,,,,,1,5,,,
,,,,,,20,51.1,,,,,,,,,,,51,82.92297009,,,,,2,5,,,
,,,,,,21,51.1,,,,,,,,,,,52,85.18520382,,,,,3,32.33333333,,,
,,,,,,22,52.53,,,,,,,,,,,53,84.46288613,,,,,4,37.66666667,,,
,,,,,,23,52.76,,,,,,,,,,,54,85.50574464,,,,,5,37.66666667,,,
,,,,,,24,53.49,,,,,,,,,,,55,83.86643218,,,,,6,37.66666667,,,
,,,,,,25,53.68,,,,,,,,,,,56,82.75697928,,,,,7,37.66666667,,,
,,,,,,26,53.86,,,,,,,,,,,57,83.40636303,,,,,8,37.66666667,,,
,,,,,,27,53.89,,,,,,,,,,,58,83.96058766,,,,,9,37.66666667,,,
,,,,,,28,54.52,,,,,,,,,,,59,84.39929151,,,,,10,37.66666667,,,
,,,,,,29,54.8,,,,,,,,,,,60,81.79052184,,,,,11,37.66666667,,,
,,,,,,30,54.71,,,,,,,,,,,61,83.13841374,,,,,12,37.66666667,,,
,,,,,,31,54.96,,,,,,,,,,,62,82.74156383,,,,,13,37.66666667,,,
,,,,,,32,55.57,,,,,,,,,,,63,83.05940499,,,,,14,38.66666667,,,
,,,,,,33,56.28,,,,,,,,,,,64,83.12344596,,,,,15,40.33333333,,,
,,,,,,34,56.12,,,,,,,,,,,65,84.83067534,,,,,16,68.33333333,,,
,,,,,,35,56.65,,,,,,,,,,,66,84.15703886,,,,,17,66.66666667,,,
,,,,,,36,57.18,,,,,,,,,,,67,85.25012081,,,,,18,66.66666667,,,
,,,,,,37,56.98,,,,,,,,,,,68,82.46808205,,,,,19,65,,,
,,,,,,38,57.13,,,,,,,,,,,69,84.87243131,,,,,20,64.66666667,,,
,,,,,,39,57.75,,,,,,,,,,,70,85.60863068,,,,,21,66.33333333,,,
,,,,,,40,57.88,,,,,,,,,,,71,85.28928751,,,,,22,66.66666667,,,
,,,,,,41,57.94,,,,,,,,,,,72,83.78685225,,,,,23,66.33333333,,,
,,,,,,42,58.03,,,,,,,,,,,73,84.76295047,,,,,24,66.33333333,,,
,,,,,,43,58.47,,,,,,,,,,,74,83.48379331,,,,,25,66,,,
,,,,,,44,57.91,,,,,,,,,,,75,84.19479571,,,,,26,66.33333333,,,
,,,,,,45,58.47,,,,,,,,,,,76,85.25880999,,,,,27,67.33333333,,,
,,,,,,46,58.72,,,,,,,,,,,77,84.51752092,,,,,28,67.66666667,,,
,,,,,,47,58.65,,,,,,,,,,,78,83.30523871,,,,,29,67,,,
,,,,,,48,59.01,,,,,,,,,,,79,84.89010595,,,,,30,67.33333333,,,
,,,,,,49,59.32,,,,,,,,,,,80,84.91063375,,,,,31,67,,,
,,,,,,50,59.9,,,,,,,,,,,81,84.78637135,,,,,32,68.33333333,,,
,,,,,,51,59.72,,,,,,,,,,,82,84.97127276,,,,,33,68.33333333,,,
,,,,,,52,60.04,,,,,,,,,,,83,84.83910981,,,,,34,68.66666667,,,
